payment_id,tenant_id,unit_id,property_id,period_month,amount_due,amount_paid,payment_date,status,period_dt,days_to_pay,is_paid,is_delinquent,is_partial,balance_owed,late_flag,quarter,name,city,unit_type
PAY000051,T00011,U00015,P001,2024-11,1566.0,1566.0,2024-11-30,Paid,2024-11-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,Studio
PAY000052,T00011,U00015,P001,2024-12,1566.0,1566.0,2024-12-31,Paid,2024-12-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,Studio
PAY000053,T00011,U00015,P001,2025-01,1566.0,1566.0,2025-01-26,Paid,2025-01-01,25.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,Studio
PAY000054,T00011,U00015,P001,2025-02,1566.0,1566.0,2025-03-01,Paid,2025-02-01,28.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,Studio
PAY000055,T00012,U00016,P001,2024-01,1378.0,1378.0,2024-01-03,Paid,2024-01-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000056,T00012,U00016,P001,2024-01,1378.0,1378.0,2024-02-02,Paid,2024-01-01,32.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,Studio
PAY000057,T00012,U00016,P001,2024-03,1378.0,1378.0,2024-03-03,Paid,2024-03-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000058,T00012,U00016,P001,2024-03,1378.0,1378.0,2024-04-01,Paid,2024-03-01,31.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,Studio
PAY000059,T00012,U00016,P001,2024-04,1378.0,1378.0,2024-05-01,Paid,2024-04-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,Studio
PAY000060,T00012,U00016,P001,2024-05,1378.0,1378.0,2024-06-04,Paid,2024-05-01,34.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,Studio
PAY000061,T00012,U00016,P001,2024-06,1378.0,1378.0,2024-07-01,Paid,2024-06-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,Studio
PAY000062,T00012,U00016,P001,2024-07,1378.0,1378.0,2024-07-30,Paid,2024-07-01,29.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,Studio
PAY000063,T00012,U00016,P001,2024-08,1378.0,1378.0,2024-08-31,Paid,2024-08-01,30.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,Studio
PAY000064,T00012,U00016,P001,2024-09,1378.0,1378.0,2024-09-29,Paid,2024-09-01,28.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,Studio
PAY000065,T00012,U00016,P001,2024-10,1378.0,1378.0,2024-11-01,Paid,2024-10-01,31.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,Studio
PAY000066,T00012,U00016,P001,2024-11,1378.0,1378.0,2024-11-29,Paid,2024-11-01,28.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,Studio
PAY000067,T00012,U00016,P001,2024-12,1378.0,1378.0,2024-12-30,Paid,2024-12-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,Studio
PAY000068,T00012,U00016,P001,2025-01,1378.0,1378.0,2025-01-26,Paid,2025-01-01,25.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,Studio
PAY000069,T00015,U00020,P001,2024-01,1319.0,1319.0,2024-01-06,Paid,2024-01-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000070,T00015,U00020,P001,2024-01,1319.0,1319.0,2024-02-03,Paid,2024-01-01,33.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,Studio
PAY000071,T00015,U00020,P001,2024-03,1319.0,1319.0,2024-03-05,Paid,2024-03-01,4.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000072,T00016,U00021,P001,2024-01,1447.0,1447.0,2024-01-06,Paid,2024-01-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000073,T00016,U00021,P001,2024-01,1447.0,1447.0,2024-02-05,Paid,2024-01-01,35.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,Studio
PAY000074,T00016,U00021,P001,2024-03,1447.0,1447.0,2024-03-02,Paid,2024-03-01,1.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000075,T00018,U00023,P001,2024-01,1367.0,1367.0,2024-01-06,Paid,2024-01-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000076,T00018,U00023,P001,2024-01,1367.0,1367.0,2024-02-03,Paid,2024-01-01,33.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,Studio
PAY000077,T00018,U00023,P001,2024-03,1367.0,1367.0,2024-03-02,Paid,2024-03-01,1.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000078,T00018,U00023,P001,2024-03,1367.0,1367.0,2024-04-04,Paid,2024-03-01,34.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,Studio
PAY000079,T00018,U00023,P001,2024-04,1367.0,1367.0,2024-05-01,Paid,2024-04-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,Studio
PAY000080,T00021,U00027,P001,2024-01,1320.0,1320.0,2024-01-02,Paid,2024-01-01,1.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000081,T00021,U00027,P001,2024-01,1320.0,1320.0,2024-02-05,Paid,2024-01-01,35.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,Studio
PAY000082,T00021,U00027,P001,2024-03,1320.0,1320.0,2024-03-02,Paid,2024-03-01,1.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,Studio
PAY000083,T00021,U00027,P001,2024-03,1320.0,1320.0,2024-04-01,Paid,2024-03-01,31.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,Studio
PAY000084,T00021,U00027,P001,2024-04,1320.0,1320.0,2024-05-03,Paid,2024-04-01,32.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,Studio
PAY000085,T00021,U00027,P001,2024-05,1320.0,1320.0,2024-06-01,Paid,2024-05-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,Studio
PAY000086,T00021,U00027,P001,2024-06,1320.0,1320.0,2024-07-01,Paid,2024-06-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,Studio
PAY000087,T00021,U00027,P001,2024-07,1320.0,1320.0,2024-07-31,Paid,2024-07-01,30.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,Studio
PAY000088,T00023,U00030,P001,2024-01,1701.0,1701.0,2024-01-05,Paid,2024-01-01,4.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000089,T00023,U00030,P001,2024-01,1701.0,1701.0,2024-02-02,Paid,2024-01-01,32.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000090,T00023,U00030,P001,2024-03,1701.0,1701.0,2024-03-06,Paid,2024-03-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000091,T00023,U00030,P001,2024-03,1701.0,1701.0,2024-04-02,Paid,2024-03-01,32.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000092,T00024,U00032,P001,2024-01,1509.0,1509.0,2024-01-04,Paid,2024-01-01,3.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000093,T00024,U00032,P001,2024-01,1509.0,1509.0,2024-02-02,Paid,2024-01-01,32.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000094,T00024,U00032,P001,2024-03,1509.0,0.0,,Delinquent,2024-03-01,,0,1,0,1509.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000095,T00024,U00032,P001,2024-03,1509.0,1509.0,2024-04-04,Paid,2024-03-01,34.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000096,T00024,U00032,P001,2024-04,1509.0,1509.0,2024-05-04,Paid,2024-04-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000097,T00024,U00032,P001,2024-05,1509.0,1509.0,2024-06-02,Paid,2024-05-01,32.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000098,T00024,U00032,P001,2024-06,1509.0,1509.0,2024-07-04,Paid,2024-06-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000099,T00024,U00032,P001,2024-07,1509.0,1509.0,2024-07-31,Paid,2024-07-01,30.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000100,T00024,U00032,P001,2024-08,1509.0,1509.0,2024-09-02,Paid,2024-08-01,32.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000101,T00024,U00032,P001,2024-09,1509.0,1509.0,2024-10-02,Paid,2024-09-01,31.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000102,T00024,U00032,P001,2024-10,1509.0,1509.0,2024-10-31,Paid,2024-10-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000103,T00024,U00032,P001,2024-11,1509.0,1509.0,2024-11-29,Paid,2024-11-01,28.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000104,T00024,U00032,P001,2024-12,1509.0,1509.0,2024-12-31,Paid,2024-12-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000105,T00024,U00032,P001,2025-01,1509.0,1509.0,2025-01-28,Paid,2025-01-01,27.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000106,T00024,U00032,P001,2025-02,1509.0,1509.0,2025-02-26,Paid,2025-02-01,25.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000107,T00027,U00035,P001,2024-01,1841.0,1841.0,2024-01-05,Paid,2024-01-01,4.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000108,T00027,U00035,P001,2024-01,1841.0,1841.0,2024-02-01,Paid,2024-01-01,31.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000109,T00027,U00035,P001,2024-03,1841.0,1841.0,2024-03-03,Paid,2024-03-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000110,T00027,U00035,P001,2024-03,1841.0,1841.0,2024-04-04,Paid,2024-03-01,34.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000111,T00027,U00035,P001,2024-04,1841.0,1841.0,2024-05-03,Paid,2024-04-01,32.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000112,T00027,U00035,P001,2024-05,1841.0,1841.0,2024-06-04,Paid,2024-05-01,34.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000113,T00027,U00035,P001,2024-06,1841.0,1841.0,2024-07-02,Paid,2024-06-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000114,T00027,U00035,P001,2024-07,1841.0,1841.0,2024-08-01,Paid,2024-07-01,31.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000115,T00027,U00035,P001,2024-08,1841.0,1841.0,2024-08-29,Paid,2024-08-01,28.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000116,T00027,U00035,P001,2024-09,1841.0,1841.0,2024-10-01,Paid,2024-09-01,30.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000117,T00027,U00035,P001,2024-10,1841.0,1841.0,2024-10-28,Paid,2024-10-01,27.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000118,T00027,U00035,P001,2024-11,1841.0,1841.0,2024-11-29,Paid,2024-11-01,28.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000119,T00027,U00035,P001,2024-12,1841.0,1841.0,2024-12-30,Paid,2024-12-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000120,T00027,U00035,P001,2025-01,1841.0,1841.0,2025-01-26,Paid,2025-01-01,25.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000121,T00028,U00037,P001,2024-05,1435.0,1435.0,2024-06-04,Paid,2024-05-01,34.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000122,T00028,U00037,P001,2024-06,1435.0,1435.0,2024-07-04,Paid,2024-06-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000123,T00028,U00037,P001,2024-07,1435.0,1435.0,2024-08-02,Paid,2024-07-01,32.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000124,T00028,U00037,P001,2024-08,1435.0,1435.0,2024-08-30,Paid,2024-08-01,29.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000125,T00028,U00037,P001,2024-09,1435.0,1435.0,2024-09-30,Paid,2024-09-01,29.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000126,T00028,U00037,P001,2024-10,1435.0,1435.0,2024-10-31,Paid,2024-10-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000127,T00028,U00037,P001,2024-11,1435.0,1435.0,2024-11-29,Paid,2024-11-01,28.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000128,T00028,U00037,P001,2024-12,1435.0,1435.0,2024-12-28,Paid,2024-12-01,27.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000129,T00028,U00037,P001,2025-01,1435.0,1435.0,2025-01-30,Paid,2025-01-01,29.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000130,T00028,U00037,P001,2025-02,1435.0,1435.0,2025-02-28,Paid,2025-02-01,27.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000131,T00029,U00038,P001,2024-01,1788.0,1788.0,2024-01-06,Paid,2024-01-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000132,T00029,U00038,P001,2024-01,1788.0,1788.0,2024-02-01,Paid,2024-01-01,31.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000133,T00029,U00038,P001,2024-03,1788.0,1788.0,2024-03-03,Paid,2024-03-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000134,T00029,U00038,P001,2024-03,1788.0,1788.0,2024-04-05,Paid,2024-03-01,35.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000135,T00029,U00038,P001,2024-04,1788.0,1720.0,2024-05-09,Partial,2024-04-01,38.0,0,0,1,68.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000136,T00029,U00038,P001,2024-05,1788.0,1392.0,2024-06-07,Partial,2024-05-01,37.0,0,0,1,396.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000137,T00029,U00038,P001,2024-06,1788.0,1788.0,2024-07-02,Paid,2024-06-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000138,T00029,U00038,P001,2024-07,1788.0,1788.0,2024-07-30,Paid,2024-07-01,29.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000139,T00029,U00038,P001,2024-08,1788.0,0.0,,Delinquent,2024-08-01,,0,1,0,1788.0,0,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000140,T00029,U00038,P001,2024-09,1788.0,1788.0,2024-09-29,Paid,2024-09-01,28.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000141,T00029,U00038,P001,2024-10,1788.0,1788.0,2024-10-31,Paid,2024-10-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000142,T00029,U00038,P001,2024-11,1788.0,1788.0,2024-11-30,Paid,2024-11-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000143,T00029,U00038,P001,2024-12,1788.0,1788.0,2024-12-28,Paid,2024-12-01,27.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000144,T00029,U00038,P001,2025-01,1788.0,1788.0,2025-01-27,Paid,2025-01-01,26.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000145,T00029,U00038,P001,2025-02,1788.0,1788.0,2025-02-25,Paid,2025-02-01,24.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000146,T00030,U00039,P001,2024-01,1505.0,1505.0,2024-01-03,Paid,2024-01-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000147,T00030,U00039,P001,2024-01,1505.0,1505.0,2024-02-02,Paid,2024-01-01,32.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000148,T00030,U00039,P001,2024-03,1505.0,1505.0,2024-03-06,Paid,2024-03-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000149,T00030,U00039,P001,2024-03,1505.0,1505.0,2024-04-03,Paid,2024-03-01,33.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000150,T00031,U00040,P001,2024-03,1805.0,1805.0,2024-03-03,Paid,2024-03-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
